id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
306.0,05-3030-5 / 五歯30,本町歯科医院,〒037－0071,五所川原市字本町１４,0173-35-2214,平山　雅人,平山　雅人 / 新規 / 令5. 7. 15,平2. 7. 15,歯 / 現存,診療所,,,,,,,,,,,,,

307.0,05-3039-6 / 五歯39,あすなろ歯科医院,〒037－0016,五所川原市字一ツ谷５０７－２３,0173-33-1122,飛嶋　寛一,飛嶋　寛一 / 新規 / 令6. 8. 15,平6. 8. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

308.0,05-3041-2 / 五歯41,黒部歯科クリニック,〒037－0023,五所川原市大字広田字榊森５４－６５,0173-33-3939,黒部　倫朗,黒部　倫朗 / 新規 / 令4. 5. 15,平7. 5. 15,歯 / 現存,診療所,,,,,,,,,,,,,

309.0,05-3044-6 / 五歯44,アップル歯科医院,〒037－0014,五所川原市大字稲実字米崎１１８－２,0173-39-1171,木村　匡孝,木村　匡孝 / 新規 / 令5. 8. 1,平8. 8. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

310.0,05-3045-3 / 五歯45,宮川歯科クリニック,〒037－0023,五所川原市大字広田字柳沼５４－１５,0173-34-8410,宮川　潤,宮川　潤 / 新規 / 令5. 8. 15,平8. 8. 15,歯 / 休止,診療所,,,,,,,,,,,,,

311.0,05-3046-1 / 五歯46,成田歯科診療所,〒037－0062,五所川原市字旭町２７,0173-34-2343,成田　保之,成田　保之 / 新規 / 令6. 5. 1,平9. 5. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

312.0,05-3048-7 / 五歯48,たんぽぽ歯科,〒037－0036,五所川原市中央６丁目６４,0173-33-4618,村上　安弘,村上　安弘 / 新規 / 令7. 4. 1,平13. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

313.0,05-3049-5 / 五歯49,工藤歯科医院,〒037－0063,五所川原市字大町３７－５,0173-34-8883,工藤　真裕,工藤　真裕 / 移動 / 令7. 5. 15,平13. 5. 15,歯 / 現存,診療所,,,,,,,,,,,,,

314.0,05-3053-7 / 五歯53,五所川原市国民健康保険市浦歯科診療所,〒037－0401,五所川原市相内２７３,0173-27-7734,五所川原市長　佐々木　孝昌,林　宗輝 / その他 / 令4. 4. 1,平16. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

315.0,05-3054-5 / 五歯54,ひろし歯科,〒037－0065,五所川原市幾世森２４－３,0173-35-1718,小林　寛志,小林　寛志 / 新規 / 令5. 6. 1,平17. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

316.0,05-3057-8 / 五歯57,渋谷歯科診療所,〒037－0202,五所川原市金木町朝日山３３６－１,0173-52-2233,渋谷　諄,渋谷　諄 / 交代 / 令7. 4. 1,平19. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

317.0,05-3059-4 / 五歯59,サトウ歯科クリニック,〒037－0036,五所川原市中央６丁目２１,0173-26-7251,佐藤　任,佐藤　任 / 新規 / 令6. 6. 1,平24. 6. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

318.0,05-3061-0 / 五歯61,医療法人ウェルビーイング　津島歯科,〒037－0063,五所川原市字大町５０１番地１５,0173-34-2050,医療法人ウェルビーイング　理事長　津嶋　克正,津嶋　克正 / 組織変更 / 令2. 6. 1,平26. 6. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

319.0,05-3062-8 / 五歯62,エルム歯科小児歯科,〒037－0036,五所川原市中央一丁目６８番地,0173-38-3131,白戸　賢司,白戸　賢司 / 移動 / 令3. 9. 1,平27. 9. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

320.0,05-3063-6 / 五歯63,田中歯科クリニック,〒037－0202,五所川原市金木町朝日山３５８番地１,0173-54-1139,医療法人　颯志会　理事長　田中　司,田中　司 / 組織変更 / 令4. 10. 1,平28. 10. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

321.0,05-3064-4 / 五歯64,飛嶋歯科医院,〒037－0006,五所川原市松島町３丁目５番地６,0173-34-8548,飛嶋　大作,飛嶋　大作 / 交代 / 令4. 10. 19,平28. 10. 19,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

322.0,05-3065-1 / 五歯065,小林歯科医院,〒037－0055,五所川原市字柏原町５０,0173-33-1156,医療法人社団徳史会　理事長　小林　克徳,小林　克徳 / 組織変更 / 令3. 6. 1,令3. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,

323.0,05-3066-9 / 五歯066,小嶋歯科医院,〒037－0067,五所川原市敷島町１－４,0173-34-2519,川村　真人,川村　真人 / 交代 / 令6. 11. 1,令6. 11. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

324.0,06-3035-2 / 十歯35,佐々木歯科クリニック,〒034－0082,十和田市西二番町３－２５,0176-24-3355,佐々木　光平,佐々木　光平 / 新規 / 令6. 7. 1,昭63. 7. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

325.0,06-3039-4 / 十歯39,稲生歯科診療所,〒034－0011,十和田市稲生町１５－２４パルコビル　５階,0176-24-2109,古舘　伸之,古舘　伸之 / 交代 / 令6. 4. 15,平3. 4. 15,歯 / 現存,診療所,,,,,,,,,,,,,

326.0,06-3044-4 / 十歯44,大学通り歯科医院,〒034－0016,十和田市東十二番町１２－４１,0176-25-2882,遊佐　隆子,遊佐　隆子 / 新規 / 令5. 9. 1,平5. 9. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

327.0,06-3047-7 / 十歯47,村上歯科クリニック,〒034－0021,十和田市東二十三番町１－５,0176-25-6606,村上　淳一,村上　淳一 / 新規 / 令6. 6. 15,平6. 6. 15,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

328.0,06-3048-5 / 十歯48,藤坂歯科診療所,〒034－0041,十和田市大字相坂字小林１１５－３,0176-25-2411,一戸　秀行,一戸　秀行 / 新規 / 令4. 7. 1,平7. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,

329.0,06-3049-3 / 十歯49,たかはしデンタルクリニック,〒034－0017,十和田市東二番町２－５０,0176-25-7171,高橋　俊介,高橋　俊介 / 新規 / 令4. 10. 15,平7. 10. 15,歯 / 休止,診療所,,,,,,,,,,,,,

330.0,06-3051-9 / 十歯51,渡辺歯科医院,〒034－0083,十和田市西三番町１４－４４,0176-23-6545,渡邊　信行,渡邊　信行 / 交代 / 令5. 7. 27,平8. 7. 27,歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,

331.0,06-3054-3 / 十歯54,立花歯科医院,〒034－0024,十和田市東十四番町１７－４０,0176-25-3355,立花　秀枝,立花　秀枝 / 新規 / 令4. 11. 15,平10. 11. 15,歯 / 現存,診療所,,,,,,,,,,,,,

332.0,06-3055-0 / 十歯55,浅原歯科医院,〒034－0083,十和田市西三番町１５－３７,0176-23-4184,浅原　秀一,浅原　秀一 / 交代 / 令5. 3. 1,平11. 3. 1,歯 / 現存,診療所,,,,,,,,,,,,,

333.0,06-3056-8 / 十歯56,さつき歯科医院,〒034－0031,十和田市東三番町１０－８１,0176-20-1817,佐藤　和佳子,佐藤　和佳子 / 新規 / 令5. 5. 15,平11. 5. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

334.0,06-3057-6 / 十歯57,ふくい歯科クリニック,〒034－0017,十和田市東二番町８－１５,0176-21-1182,福井　昌志,福井　昌志 / 新規 / 令6. 4. 15,平12. 4. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

335.0,06-3058-4 / 十歯58,大友歯科医院,〒034－0011,十和田市稲生町２０－３４,0176-25-6000,大友　聡之,大友　聡之 / 移動 / 令2. 12. 15,平14. 12. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

336.0,06-3059-2 / 十歯59,ポプラ歯科医院,〒034－0094,十和田市西二十二番町２７－１９,0176-25-8148,田邊　聡,田邊　聡 / 新規 / 令3. 2. 1,平15. 2. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

337.0,06-3062-6 / 十歯62,高屋歯科医院,〒034－0011,十和田市稲生町２３－１０,0176-23-8241,医療法人　高屋歯科医院　理事長　高屋　大輔,高屋　茂 / 移動 / 令3. 11. 1,平15. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,

338.0,06-3064-2 / 十歯64,髙橋歯科医院,〒034－0011,十和田市稲生町８－５,0176-23-2221,髙橋　太郎,髙橋　太郎 / 交代 / 令4. 7. 21,平16. 7. 21,歯 / 休止,診療所,,,,,,,,,,,,,

339.0,06-3067-5 / 十歯67,官庁街歯科,〒034－0082,十和田市西二番町１３－２,0176-20-1718,医療法人　オーラルヘルスアーキテクト　理事長　工藤　淳一,工藤　淳一 / 組織変更 / 令5. 1. 4,平17. 1. 4,歯　歯外　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

340.0,06-3069-1 / 十歯69,仁歯科医院,〒034－0001,十和田市大字三本木字並木西１７８－１０,0176-22-4313,古舘　仁,古舘　仁 / 移動 / 令6. 6. 1,平18. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,

341.0,06-3070-9 / 十歯70,医療法人　みきのがはら歯科医院,〒034－0012,十和田市東一番町１０－１,0176-21-1111,医療法人　みきのがはら歯科医院　理事長　小川　富貴子,小川　富貴子 / 組織変更 / 令7. 6. 1,平19. 6. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

342.0,06-3071-7 / 十歯71,青の森歯科医院,〒034－0023,十和田市東十三番町２５－２８－５,0176-51-6220,坪田　亘基,坪田　亘基 / 新規 / 令4. 10. 1,平22. 10. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

343.0,07-3019-4 / 沢歯19,石要歯科,〒033－0052,三沢市本町二丁目８１－２,0176-57-4500,小西　史人,小西　史人 / 新規 / 令5. 12. 1,昭56. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,

344.0,07-3021-0 / 沢歯21,篠田歯科医院,〒033－0023,三沢市下久保３－１９－５,0176-57-0044,篠田　文隆,篠田　文隆 / 新規 / 令5. 4. 1,昭59. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

345.0,07-3024-4 / 沢歯24,第二黒田歯科診療所,〒033－0001,三沢市中央町四丁目１１－３９,0176-53-2540,医療法人　第二黒田歯科診療所　理事長　黒田　雅仁,黒田　雅仁 / 組織変更 / 令5. 12. 28,昭62. 12. 28,歯 / 現存,診療所,,,,,,,,,,,,,

346.0,07-3026-9 / 沢歯26,山木歯科医院,〒033－0037,三沢市松園町三丁目７－９,0176-57-1518,山木　昭秀,山木　昭秀 / 移動 / 令4. 10. 1,平元. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

347.0,07-3029-3 / 沢歯29,医療法人　よしだ歯科医院,〒033－0034,三沢市東町一丁目１－１０,0176-52-4433,医療法人　よしだ歯科医院　理事長　吉田　悦子,吉田　悦子 / 組織変更 / 令5. 9. 1,平8. 9. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,

348.0,07-3031-9 / 沢歯31,岡三沢歯科クリニック,〒033－0021,三沢市岡三沢２丁目５－１,0176-51-1110,医療法人　岡三沢歯科クリニック　理事長　千　瑞将,千　瑞将 / 組織変更 / 令元. 10. 1,平13. 10. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,

349.0,07-3032-7 / 沢歯32,富田歯科医院,〒033－0037,三沢市松園町２－１－４６,0176-51-8688,富田　尚道,富田　尚道 / 新規 / 令2. 5. 15,平14. 5. 15,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

350.0,07-3033-5 / 沢歯33,なみおか歯科医院,〒033－0037,三沢市松園町二丁目１２－１０,0176-51-7050,濤岡　一司,濤岡　一司 / 新規 / 令3. 5. 15,平15. 5. 15,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

351.0,07-3034-3 / 沢歯34,医療法人　たなべ歯科・矯正歯科医院,〒033－0033,三沢市美野原一丁目１３－２,0176-50-2880,医療法人　たなべ歯科・矯正歯科医院　理事長　田邊　忠輝,田邊　忠輝 / 組織変更 / 令4. 7. 1,平16. 7. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

352.0,07-3035-0 / 沢歯35,医療法人　愛歯会　黒田歯科医院,〒033－0011,三沢市幸町一丁目２－２３,0176-53-2650,医療法人　愛歯会　理事長　黒田　政俊,黒田　政道 / 移動 / 令元. 8. 1,平19. 8. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

353.0,07-3036-8 / 沢歯36,あしはらデンタルクリニック,〒033－0034,三沢市東町１丁目１２－１,0176-51-4777,芦原　理子,芦原　理子 / 新規 / 令2. 9. 1,平20. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

354.0,07-3042-6 / 沢歯042,堀口歯科医院,〒033－0123,青森県三沢市堀口一丁目１５－１１,0176-27-1781,原　康文,原　康文 / 新規 / 令2. 5. 1,令2. 5. 1,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,

355.0,07-3043-4 / 沢歯043,つきだて歯科診療室,〒033－0033,青森県三沢市美野原二丁目２２番地１号,0176-51-6375,医療法人　Ｔ．Ｗ．Ｓ　理事長　月館　洋一,月館　洋一 / 組織変更 / 令3. 1. 1,令3. 1. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

356.0,07-3044-2 / 沢歯044,ＴＯＪＯ　ＤＥＮＴＡＬ　ＣＬＩＮＩＣ,〒033－0001,三沢市中央町４丁目３番１９号,0176-27-6471,医療法人東厚会　理事長　東條　方厚,東條　方厚 / 組織変更 / 令4. 5. 1,令4. 5. 1,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

357.0,08-3021-8 / 市歯21,上條ファミリー歯科,〒035－0054,むつ市海老川町１４－１,0175-22-8288,上條　厚子,上條　厚子 / 新規 / 令6. 11. 1,昭57. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,

358.0,08-3027-5 / 市歯27,高瀬歯科医院,〒035－0031,むつ市柳町一丁目４－１４,0175-22-1366,高瀬　厚太郎,高瀬　厚太郎 / 交代 / 令4. 5. 1,平元. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,

359.0,08-3028-3 / 市歯28,小田川歯科医院,〒035－0041,むつ市金曲一丁目１－６,0175-22-2188,小田川　秀樹,小田川　秀樹 / 新規 / 令5. 3. 1,平2. 3. 1,歯 / 現存,診療所,,,,,,,,,,,,,

360.0,08-3029-1 / 市歯29,田中歯科クリニック,〒035－0071,むつ市小川町一丁目４－１７,0175-22-0077,田中　志昌,田中　志昌 / 新規 / 令5. 6. 1,平2. 6. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

361.0,08-3030-9 / 市歯30,山中歯科医院,〒035－0031,むつ市柳町一丁目２－４,0175-23-5000,山中　仁,山中　仁 / 新規 / 令5. 8. 1,平2. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,

362.0,08-3032-5 / 市歯32,熊谷歯科医院,〒035－0035,むつ市本町１－１,0175-23-9032,熊谷　秀俊,熊谷　秀俊 / 新規 / 令4. 12. 15,平7. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,

363.0,08-3035-8 / 市歯35,たかはし歯科医院,〒035－0051,むつ市新町１０－２０,0175-22-6480,高橋　正行,高橋　正行 / 移動 / 令5. 3. 15,平11. 3. 15,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

364.0,08-3036-6 / 市歯36,あわさ歯科医院,〒035－0083,むつ市大平町４２－５,0175-28-4760,粟佐　祥一,粟佐　祥一 / 新規 / 令5. 4. 1,平17. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

365.0,08-3041-6 / 市歯41,上條歯科医院,〒035－0051,むつ市新町１０－９,0175-22-4341,上條　守夫,上條　守夫 / 交代 / 令5. 10. 18,平17. 10. 18,歯 / 現存,診療所,,,,,,,,,,,,,

366.0,08-3042-4 / 市歯42,上條歯科医院,〒039－4401,むつ市大畑町新町２２－７,0175-34-2018,上條　守夫,上條　守夫 / 交代 / 令5. 10. 18,平17. 10. 18,歯 / 現存,診療所,,,,,,,,,,,,,

367.0,08-3045-7 / 市歯45,こうえんまえ歯科　矯正歯科,〒035－0077,むつ市山田町２４－２３,0175-29-1182,髙部　明人,髙部　明人 / 新規 / 令7. 4. 1,平19. 4. 1,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

368.0,08-3046-5 / 市歯46,みどりがおか歯科クリニック,〒035－0066,むつ市緑が丘６－１２,0175-34-1430,石崎　博,石崎　博 / 新規 / 令2. 9. 1,平20. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

369.0,08-3048-1 / 市歯48,医療法人　美歯会　板垣矯正歯科　むつ診療室,〒035－0032,むつ市上川町１番５号,0175-23-5225,医療法人　美歯会　理事長　板垣　正樹,板垣　正樹 / 組織変更 / 令5. 4. 6,平23. 4. 6,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

370.0,08-3049-9 / 市歯49,さくら歯科,〒035－0053,むつ市緑町２３番２号,0175-34-0565,村上　朝音,村上　朝音 / 新規 / 令5. 12. 1,平29. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,

371.0,08-3052-3 / 市歯052,渡辺歯科医院,〒035－0076,青森県むつ市旭町１－１０,0175-24-1839,小田川　聡子,小田川　聡子 / 交代 / 令2. 2. 1,令2. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,

372.0,08-3053-1 / 市歯053,ますだ歯科医院,〒035－0083,青森県むつ市大平町４３－７,0175-24-2629,桝田　明子,桝田　明子 / 交代 / 令2. 5. 11,令2. 5. 11,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

373.0,08-3054-9 / 市歯054,大畑すずらん歯科,〒039－4401,むつ市大畑町中島８０－７,0175-34-0648,川島　翔太,川島　翔太 / 新規 / 令3. 6. 1,令3. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,

374.0,08-3055-6 / 市歯055,畑中歯科医院,〒035－0052,むつ市昭和町２２番８号,0175-23-4338,畑中　知之,畑中　知之 / 移動 / 令6. 2. 7,令6. 2. 7,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

375.0,09-3003-4 / 津歯3,福士歯科医院,〒038－3145,つがる市木造千代町２７－２,0173-42-3316,福士　賢治,福士　賢治 / その他 / 令5. 12. 15,平11. 12. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

376.0,09-3004-2 / 津歯4,菊池歯科医院,〒038－3144,つがる市木造曙６５,0173-42-2077,川村　郁子,川村　郁子 / その他 / 令6. 3. 18,平12. 3. 18,歯 / 現存,診療所,,,,,,,,,,,,,

377.0,09-3006-7 / 津歯6,葛西歯科診療所,〒038－3132,つがる市木造清水４７,0173-42-2125,医療法人　光治会　理事長　葛西　治千代,葛西　治千代 / その他 / 令5. 2. 1,平17. 2. 1,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

378.0,09-3007-5 / 津歯7,しもや歯科医院,〒038－2816,つがる市森田町森田月見野２５６－１,0173-26-4024,下屋　宏幸,下屋　宏幸 / その他 / 令6. 4. 1,平12. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

379.0,09-3010-9 / 津歯10,長内歯科医院,〒038－3303,つがる市車力町下林７－１,0173-56-3164,長内　登紀晴,長内　登紀晴 / その他 / 令5. 7. 15,平11. 7. 15,歯 / 現存,診療所,,,,,,,,,,,,,

380.0,09-3011-7 / 津歯11,ひらた歯科,〒038－3155,つがる市木造増田２２－１５,0173-42-3269,平田　俊介,平田　俊介 / 交代 / 令6. 1. 1,平30. 1. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

381.0,09-3012-5 / 津歯012,柏ミナトヤ歯科医院,〒038－3107,青森県つがる市柏稲盛幾世４１,0173-25-2481,大戸　勲,大戸　勲 / 交代 / 令2. 3. 1,令2. 3. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

382.0,09-3013-3 / 津歯013,清藤歯科,〒038－3132,つがる市木造清水２２,0173-42-4182,清藤　剛邦,清藤　剛邦 / 交代 / 令5. 4. 1,令5. 4. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,

383.0,09-3014-1 / 津歯014,ハッピーデンタルクリニック,〒038－3141,つがる市木造浮巣５４－１,0173-23-5323,医療法人社団龍仁会　理事長　佐藤　正浩,関口　秀峰 / 新規 / 令5. 10. 1,令5. 10. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

384.0,10-3003-2 / 平歯3,工藤歯科医院,〒036－0104,平川市柏木町藤山１１－６,0172-44-6123,工藤　祥勝,工藤　祥勝 / その他 / 令6. 10. 1,平12. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

385.0,10-3006-5 / 平歯6,さとう歯科クリニック,〒036－0203,平川市南田中北林元３７－１,0172-57-5888,佐藤　敏夫,佐藤　敏夫 / その他 / 令6. 7. 1,平12. 7. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

386.0,10-3007-3 / 平歯7,すぎた歯科,〒036－0221,平川市中佐渡南田１８－１６,0172-57-5757,医療法人　社団　慶友会　理事長　杉田　直人,杉田　直人 / その他 / 令6. 10. 1,平12. 10. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

387.0,10-3009-9 / 平歯9,ひらかわ歯科クリニック,〒036－0111,平川市小和森中松岡１１６－２,0172-43-0231,須々田　明彦,須々田　明彦 / 新規 / 令元. 9. 1,平19. 9. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

388.0,10-3010-7 / 平歯10,あずまデンタルクリニック,〒036－0104,平川市柏木町東田３１３番地８,0172-44-0648,医療法人　優歯会　理事長　工藤　東,工藤　東 / 組織変更 / 令3. 10. 1,平21. 10. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

389.0,10-3011-5 / 平歯11,清藤歯科平賀医院,〒036－0103,平川市本町北柳田２１－３,0172-44-3132,清藤　浩也,清藤　浩也 / 交代 / 令5. 3. 3,平23. 3. 3,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

390.0,10-3012-3 / 平歯12,清藤歯科医院,〒036－0103,平川市本町平野４６－１２,0172-44-3177,清藤　幸則,清藤　幸則 / 交代 / 令5. 11. 1,平29. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,

391.0,10-3013-1 / 平歯13,のりた歯科医院,〒036－0115,平川市新館野木和２－３,0172-26-5677,乗田　智孝,乗田　智孝 / 新規 / 令6. 7. 2,平30. 7. 2,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

392.0,20-3040-3 / 東歯40,平内歯科クリニック,〒039－3321,東津軽郡平内町大字小湊字小湊１３１－１,0177-55-4182,医療法人　平青会　理事長　田中　純一,田中　純一 / 組織変更 / 令5. 9. 1,平11. 9. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

393.0,20-3041-1 / 東歯41,高谷歯科,〒039－3321,東津軽郡平内町大字小湊字後萢３７－７,017-755-5612,高谷　和彦,吉田　英泉 / 新規 / 令6. 11. 15,平12. 11. 15,歯 / 現存,診療所,,,,,,,,,,,,,

394.0,20-3043-7 / 東歯43,住吉歯科医院,〒030－1502,東津軽郡今別町今別字今別８４,0174-35-2051,住吉　千明,住吉　千明 / 交代 / 令5. 1. 1,平17. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

395.0,20-3044-5 / 東歯44,外ヶ浜歯科診療所,〒030－1302,東津軽郡外ヶ浜町字蟹田中師宮本８７－２１,0174-31-0648,山形　暢,山形　暢 / 新規 / 令3. 5. 1,平27. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,

396.0,20-3046-0 / 東歯046,平内ミナトヤ歯科医院,〒039－3321,東津軽郡平内町小湊字後萢２－１１,017-755-5353,医療法人ＣｏｆＩ　理事長　滝沢　仙太郎,金田　義彦 / 組織変更 / 令4. 11. 1,令4. 11. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

397.0,21-3041-9 / 西歯41,かなざわ歯科医院,〒038－2761,西津軽郡鯵ヶ沢町大字舞戸町字蒲生１２４－１,0173-72-6480,金澤　潤一,金澤　潤一 / 新規 / 令5. 6. 1,平5. 6. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

398.0,21-3045-0 / 西歯45,たけだ歯科,〒038－2503,西津軽郡深浦町大字関字栃沢８９－１３,0173-76-3708,武田　俊平,武田　俊平 / 新規 / 令5. 12. 1,平8. 12. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

399.0,21-3046-8 / 西歯46,さいとう歯科医院,〒038－2324,西津軽郡深浦町大字深浦字苗代沢８２－２０,0173-74-3003,齋藤　雅則,齋藤　雅則 / 新規 / 令5. 11. 1,平11. 11. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

400.0,21-3047-6 / 西歯47,かねこ歯科医院,〒038－2761,西津軽郡鰺ケ沢町大字舞戸町字下富田５６－１２,0173-72-8602,兼子　直人,兼子　直人 / 新規 / 令3. 1. 1,平21. 1. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

401.0,23-3064-7 / 南歯64,あしだ歯科医院,〒038－3803,南津軽郡藤崎町大字西豊田一丁目１２－９,0172-75-6480,芦田　豊昭,芦田　豊昭 / 新規 / 令5. 4. 1,平2. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

402.0,23-3070-4 / 南歯70,ときわ　さとう歯科医院,〒038－1216,南津軽郡藤崎町大字榊字亀田９－２４,0172-65-4060,佐藤　透,佐藤　透 / 新規 / 令4. 12. 1,平4. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,

403.0,23-3088-6 / 南歯88,のじりデンタルクリニック,〒038－3802,南津軽郡藤崎町藤崎村井５３－１,0172-75-5757,野尻　直宏,野尻　直宏 / 新規 / 令5. 11. 1,平17. 11. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

404.0,23-3091-0 / 南歯91,成田歯科医院,〒038－0211,南津軽郡大鰐町大字大鰐字大鰐８１－２,0172-48-2907,成田　文弥,成田　文弥 / 交代 / 令6. 1. 1,平30. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

405.0,23-3092-8 / 南歯92,ふじデンタルクリニック,〒038－3802,南津軽郡藤崎町大字藤崎字村井４０－１４,0172-55-8245,村澤　憲一,村澤　憲一 / 新規 / 令6. 5. 21,平30. 5. 21,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

406.0,23-3093-6 / 南歯093,ゆみデンタルクリニック,〒038－0212,南津軽郡大鰐町大字蔵館字村岡１２５－１,0172-40-0365,吹田　祐実,吹田　祐実 / 新規 / 令6. 9. 1,令6. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

407.0,23-3094-4 / 南歯094,デンタルクリニック～さとう,〒038－0211,南津軽郡大鰐町大字大鰐字前田３３－２,0172-49-1155,佐藤　晃成,佐藤　晃成 / 交代 / 令6. 11. 1,令6. 11. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

